title,company,description,datadate,salary_lower_range,salary_upper_range,is_remote,zipcode,city,state,job_type,experience_level
Data Scientist,New York Life Insurance Co,"utilizes data wrangling/data matching/etl techniques while programming in several languages to explore a variety of data sources, gain data expertise, perform…",Spring 2022,0.0,0.0,1,0,hybrid   tampa,fl,Data Scientist,0
Visualization/Data Scientist,Vita Data Sciences,1+ years working with clinical related data.codes software applications to adhere to designs supporting internal business requirements or external customers.,Spring 2022,0.0,0.0,0,2451,waltham,ma,Data Scientist,0
Data Scientist,Kershner Trading Group,a passion for analyzing large data sets.work with a team of data scientists to analyze data and create intraday algorithmic trading strategies.,Spring 2022,0.0,0.0,1,78758,aust,tx,Data Scientist,0
Chief Engineer - Machine Learning,MORSE Corp,"strong background developing aerospace and defense technologies for programs related to data science, machine learning, data engineering, real-time systems,…",Spring 2022,0.0,0.0,0,2139,cambridge,ma,Data Engineer,machine learning
Data Scientist - Remote,Harley-Davidson,"assist in developing large scale data science projects from the ground up, including: framing data science problems; identifying clear lines of questioning;…",Spring 2022,0.0,0.0,1,0,milwaukee,wi,Data Scientist,0
Artificial Intelligence / Machine Learning Engineer,Rolls-Royce,"collaborate with experts to work with data and use cases across multiple domains, and define and document ai/ml modeling practices and mlops standards.",Spring 2022,0.0,0.0,0,0,dianapolis,,Data Engineer,machine learning
Data Cloud Solutions Associate,Zeta Global,"aggregate, analyze and present customer data analysis.vlookups, pivot tables, logic-based queries, data cleaning & filtering.",Spring 2022,0.0,0.0,1,0,nashville,tn,Other,associate
"Data Engineer, Machine Learning & Data",Fast AF,"utilize the latest breakthroughs in stream transportation technologies, to extract enormous value out of fast’s data.401k match up to 4%.",Spring 2022,0.0,0.0,1,0,,,Data Engineer,machine learning
Senior Data Scientist (Remote),XSELL Technologies,we’re still developing and senior members will play an active role in maturing the organization towards better data flows and data science processes which will…,Spring 2022,0.0,0.0,1,0,,,Data Scientist,senior
Azure Data Architect,X2Logics,"​experience in data analytics architecture and platform development.experience developing data transformation pipelines with tools like r, python or c#.",Spring 2022,187200.0,197600.0,1,0,,,Other,0
"Scientist, Data Sciences",Universities Space Research Association,minimum five years of experience in data science and machine learning.expertise with efficient data manipulation techniques with various data mining and…,Spring 2022,0.0,0.0,0,94043,mounta view,ca,Data Scientist,0
Computer Vision and Data Science Engineer,Adaviv,data exploration and integration from different sensor data streams with a focus on multiple types of image data; explorative data visualization.,Spring 2022,0.0,0.0,1,0,,,Data Scientist,0
Data Science / Business Intelligence / Informatics,Humana,"humana has a wide variety of opportunities focused on data and analytics.experience working with, or desire to work with, healthcare or operational related…",Spring 2022,0.0,0.0,0,2210,boston,ma,Data Scientist,0
Data Engineer,O'Reilly Media,team up with other groups within o’reilly (e.g. data science or machine learning) to leverage experience and consult on data engineering best practices.,Spring 2022,0.0,0.0,1,0,,,Data Engineer,0
Data Scientist,Wise Equation Solutions,implement algorithms to mine targeted data and the ability to convert data into a business story.create and implement data models.,Spring 2022,0.0,0.0,0,0,aust,tx,Data Scientist,0
"Educator, Data Scientist",BrainStation,"practical experience designing and applying data science processes to conduct experiments using a variety of tools and methods, and can speak to their…",Spring 2022,0.0,0.0,0,0,miami,fl,Data Scientist,0
Data Scientist,Microsoft,candidates are expected to be hypothesis driven with passion for data and should be experienced in making data-driven business decisions.,Spring 2022,0.0,0.0,0,98052,redmond,wa,Data Scientist,0
Data Engineer,LiveRamp,2 years of relevant experience preferably in data science or adtech/advertising technology.liveramp is the leading data connectivity platform.,Spring 2022,0.0,0.0,1,0,san francisco,ca,Data Engineer,0
Associate Data Scientist,SameSky Health,"are you excited about shaping the direction of a data science division?develop processes and workflows around each step of the data life cycle including, but…",Spring 2022,0.0,0.0,1,0,los angeles,ca,Data Scientist,associate
Energy Data Engineer,Booz Allen Hamilton,"change the world with the data science bowl—the world’s premier data science for social good competition.participate in partnerships with data science leaders,…",Spring 2022,0.0,0.0,0,0,washgton,dc,Data Engineer,0
"Data Scientist, Analytics",Grindr,"experience with a data visualization tool (e.g. looker, tableau).to learn more about how we handle the personal data of applicants, visit our employee and…",Spring 2022,0.0,0.0,0,0,los angeles,ca,Data Scientist,0
Data Scientist,Quick Services LLC,candidates will be required to support analyses/analytics and informatics for data-driven decision making/data science.current ts/sci dod clearance required.,Spring 2022,0.0,0.0,0,28307,fort bragg,nc,Data Scientist,0
Data Scientist (SC),Staples,"research, design, and implement data models and innovative algorithms to analyze diverse sources of data to realize actionable results.",Spring 2022,0.0,0.0,0,1702,framgham,ma,Data Scientist,0
Data Scientist Pool,Rogers Behavioral Health,experience working with and creating data architectures and data pipelines preferred.develop custom predictive data models and algorithms to apply to data sets…,Spring 2022,0.0,0.0,1,0,,,Data Scientist,0
Data Scientist,Elder Research Inc,"1 years of experience in data science or a related technical field.exploration, cleaning, and wrangling to understand available data.",Spring 2022,0.0,0.0,1,30301,hybrid   atlanta,ga,Data Scientist,0
Senior Data Scientist,Eleanor Health,excellent command of data science libraries in python.experience working with claims data is not required but a plus.,Spring 2022,0.0,0.0,1,0,boston,ma,Data Scientist,senior
Machine Learning Engineer,Brightcove,"experience with data pipelines and large scale data stores (data lake, data warehouse, hadoop, mapreduce, spark).",Spring 2022,0.0,0.0,1,0,boston,ma,Data Engineer,machine learning
Data Analyst,Crowdz,"sourcing, assessing, compiling, cleaning, and validating financial and credit data.you will be charged with conducting thorough analyses of company, market,…",Spring 2022,0.0,0.0,1,0,hybrid   nashville,tn,Data Analyst,0
Data Scientist,Carma Technology Corporation,knowledge of data science toolkits and big data analytics technologies.experience with data visualization tools and expertise in data mining and machine…,Spring 2022,0.0,0.0,1,0,,,Data Scientist,0
Associate Analyst,Critical Mass,"0-3 years of experience related to computer science, statistics, data analytics, and any other related fields.top notch communication and collaboration skills.",Spring 2022,0.0,0.0,1,0,hybrid   new york,ny,Data Analyst,associate
Data Analyst,EXOS,"bachelor’s degree in a technology-related field (data science, computer science, software engineering, etc.), with 1-2 years’ data analysis experience.",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
VP Data Science and Solutions,Navigate360 Llc,minimum 3 years of relevant experience managing a team focused on data science including hands-on experience directing the activities of data scientists.,Spring 2022,0.0,0.0,0,33625,tampa,fl,Data Scientist,0
Data Scientist,Triwave solutions Inc,develop custom data models and algorithms to apply to data sets.assess the effectiveness and accuracy of new data sources and data gathering techniques.,Spring 2022,0.0,0.0,1,0,baltimore,md,Data Scientist,0
Data Science Associate (Hybrid - / Work Schedule),Castleton Commodities International,"work with desk heads, traders and analysts in order to gain understanding of current data flow, data architecture, investment process, and functional…",Spring 2022,0.0,0.0,0,0,houston,tx,Data Scientist,associate
"Data Scientist, Monetization",ByteDance,"industry experience in data science is strongly preferred.experience building data science models (regression, decision trees, k-means, etc.).",Spring 2022,0.0,0.0,0,0,new york,ny,Data Scientist,0
Data Scientist,Mercury,"have experience crafting data pipelines and dashboards, and understand different database structures.influence and partner with engineering, design, and…",Spring 2022,0.0,0.0,0,0,san francisco,ca,Data Scientist,0
Associate Data Engineer,Hakkoda,"this work includes data ingestion pipelines, data architecture, data governance and security.exposure to working with data (analytics, data warehousing).",Spring 2022,0.0,0.0,1,0,,,Data Engineer,associate
Machine Learning Engineer: Terrestrial Ecosystem Modeling,Earthshot Labs,"you will aid in designing a modeling system that accurately portrays ecosystem services, and the financial outcomes for landowners that will catalyze ecological…",Spring 2022,0.0,0.0,0,0,san francisco,ca,Data Engineer,machine learning
Data Science Engineer,eTeam Inc.,"develop and support data pipelines to extract, transform and load data into google data center data warehouse.experience designing data models or table schema.",Spring 2022,0.0,0.0,0,0,chicago,il,Data Scientist,0
Data Science Lead,Govini,"minimum 7 years hands on data science experience.as the team lead, you must be a data nerd with a strong understanding of the various fundamentals of data…",Spring 2022,0.0,0.0,0,0,pittsburgh,pa,Data Scientist,0
